words,labels,entities,term_list
"['On', 'suppose', 'donc', 'que', 'le', 'bus', 'continu', 'est', 'maintenu', 'constant', 'et', 'que', 'toute', 'la', 'puissance', 'mécanique', 'convertie', 'par', 'la', 'machine', 'est', 'renvoyée', 'aux', 'réseaux', '.']","['O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 14, 15), ('Term', 19, 19), ('Term', 23, 23), ('Term', 5, 6)}","['puissance mécanique', 'machine', 'réseaux', 'bus continu']"
"['Dans', 'les', 'simulations', 'réalisées', 'sous', 'EUROSTAG', ',', 'les', 'générateurs', 'éoliens', 'se', 'présenteront', 'comme', 'des', 'injecteurs', 'de', 'puissance', 'active', 'et', 'réactive', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'B-Term', 'O']","{('Term', 19, 19), ('Term', 5, 5), ('Term', 8, 9), ('Term', 16, 17)}","['réactive', 'EUROSTAG', 'générateurs éoliens', 'puissance active']"
"['Les', 'Figure', '90', ',', 'Figure', '91', 'et', 'Figure', '92', 'représentent', 'les', 'simulations', 'obtenues', 'avec', 'les', 'simplifications', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Elles', 'sont', 'à', 'comparer', 'aux', 'figures', '(', 'Figure', '86', ',', 'Figure', '87', 'et', 'Figure', '88', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Les', 'simplifications', 'effectuées', ""n'"", 'affectent', 'pas', 'les', 'résultats', 'et', 'permettent', 'de', 'gagner', 'en', 'temps', 'de', 'simulation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['[', 'pu', ']']","['O', 'O', 'O']",set(),[]
"['[', 'pu', ']']","['O', 'O', 'O']",set(),[]
"['Figure', '90', '.']","['O', 'O', 'O']",set(),[]
"['Vitesse', 'du', 'vent']","['B-Term', 'I-Term', 'IN-Term']","{('Term', 0, 2)}",['Vitesse du vent']
"['Figure', '91', '.']","['O', 'O', 'O']",set(),[]
"['Vitesse', 'de', 'la', 'machine']","['O', 'O', 'O', 'B-Term']","{('Term', 3, 3)}",['machine']
"['[', 'pu', ']']","['O', 'O', 'O']",set(),[]
"['Figure', '92', '.']","['O', 'O', 'O']",set(),[]
"['Puissance', 'active', 'éolienne']","['B-Term', 'I-Term', 'B-Term']","{('Term', 2, 2), ('Term', 0, 1)}","['éolienne', 'Puissance active']"
['98'],['O'],set(),[]
"['NGEN', 'GENNR', 'GEN', 'GENRS', 'EOL3']","['O', 'O', 'O', 'O', 'O']",set(),[]
['NHV1'],['O'],set(),[]
['NHV2'],['O'],set(),[]
['NLOAD'],['O'],set(),[]
"['EOL1', 'NHV2', 'CAPANLOA', 'EOL2']","['O', 'O', 'O', 'O']",set(),[]
['EOL3'],['O'],set(),[]
"['CAPANH2', 'NH2', 'NH2', 'NH3']","['O', 'O', 'O', 'O']",set(),[]
"['Figure', '93', '.']","['O', 'O', 'O']",set(),[]
"['Réseau', 'maillé']","['B-Term', 'I-Term']","{('Term', 0, 1)}",['Réseau maillé']
"['NH3', 'CAPANH3']","['O', 'O']",set(),[]
['NLOAD2'],['O'],set(),[]
"['D:\\TRAVAIL\\euros', 'tag_vf\\art_ieee\\mppt2\\res2.nwk']","['O', 'O']",set(),[]
"['La', 'Figure', '93', 'présente', 'le', 'réseau', 'considéré', 'dans', 'les', 'simulations', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 5, 5)}",['réseau']
"['Il', 'correspond', 'au', 'réseau', 'présenté', 'à', 'la', 'Figure', '53', 'auquel', 'sont', 'connectées', 'trois', 'fermes', 'éoliennes', 'de', '20', 'MW', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 17, 17), ('Term', 3, 3), ('Term', 13, 14)}","['MW', 'réseau', 'fermes éoliennes']"
"['Les', 'Figure', '94', 'à', '96', 'présentent', 'la', 'puissance', 'débitée', 'par', 'les', 'fermes', ""lorsqu'"", 'elles', 'sont', 'soumises', 'à', 'un', 'vent', 'faible', ',', 'moyen', 'et', 'fort', 'ainsi', 'que', ""l'"", 'évolution', 'de', ""l'"", 'angle', 'de', 'calage', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O']","{('Term', 18, 18), ('Term', 7, 7), ('Term', 30, 32)}","['vent', 'puissance', 'angle de calage']"
"['En', 'cas', 'de', 'vent', 'faible', ',', 'le', 'vent', ""n'"", 'atteint', 'jamais', 'la', 'vitesse', 'nominale', ',', 'les', 'éoliennes', 'fonctionnent', 'alors', 'en', 'MPPT', 'et', ""l'"", 'angle', 'de', 'calage', 'est', 'nul', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O']","{('Term', 16, 16), ('Term', 23, 25), ('Term', 3, 3), ('Term', 7, 7), ('Term', 12, 13), ('Term', 20, 20)}","['éoliennes', 'angle de calage', 'vent', 'vent', 'vitesse nominale', 'MPPT']"
"['Par', 'contre', ',', 'pour', 'les', 'vents', 'moyen', 'et', 'fort', ',', 'les', 'limitations', 'de', 'puissance', 'et', 'de', 'vitesse', 'sont', 'actives', 'quand', 'le', 'vent', 'est', 'supérieur', 'à', 'sa', 'vitesse', 'nominale', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 21, 21), ('Term', 26, 27), ('Term', 5, 5), ('Term', 13, 13)}","['vent', 'vitesse nominale', 'vents', 'puissance']"
['99'],['O'],set(),[]
"['(', 'a', ')']","['O', 'O', 'O']",set(),[]
"['(', 'b', ')']","['O', 'O', 'O']",set(),[]
"['(', 'c', ')', 'Figure', '94', '.']","['O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Ferme', 'éolienne', 'soumise', 'à', 'un', 'vent', 'faible']","['B-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 5, 5), ('Term', 0, 1)}","['vent', 'Ferme éolienne']"
['100'],['O'],set(),[]
"['(', 'a', ')']","['O', 'O', 'O']",set(),[]
"['(', 'b', ')']","['O', 'O', 'O']",set(),[]
"['(', 'c', ')', 'Figure', '95', '.']","['O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Ferme', 'éolienne', 'soumise', 'à', 'un', 'vent', 'moyen']","['B-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 5, 5), ('Term', 0, 1)}","['vent', 'Ferme éolienne']"
['101'],['O'],set(),[]
"['(', 'a', ')']","['O', 'O', 'O']",set(),[]
"['(', 'b', ')']","['O', 'O', 'O']",set(),[]
"['(', 'c', ')', 'Figure', '96', '.']","['O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Ferme', 'éolienne', 'soumise', 'à', 'un', 'vent', 'fort']","['B-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 5, 5), ('Term', 0, 1)}","['vent', 'Ferme éolienne']"
['102'],['O'],set(),[]
"['Chapitre', '6', 'Présentation', 'du', 'banc', ""d'"", 'essais']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['I', ')', 'Introduction']","['O', 'O', 'O']",set(),[]
"['Le', 'but', 'de', 'cette', 'partie', 'est', 'de', 'décrire', 'un', 'banc', ""d'"", 'essais', 'de', '3', 'kW', ',', 'basé', 'sur', 'la', 'structure', 'présentée', 'à', 'la', 'Figure', '55', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 14, 14)}",['kW']
"['Cette', 'plate-forme', ""d'"", 'essais', 'permet', ""d'"", 'expérimenter', ',', 'en', 'temps', 'réel', ',', 'le', 'comportement', ""d'"", 'une', 'éolienne', 'à', 'vitesse', 'variable', 'reliée', 'au', 'réseau', 'alternatif', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'I-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 22, 23), ('Term', 16, 19)}","['réseau alternatif', 'éolienne à vitesse variable']"
"['Dans', 'une', 'première', 'partie', ',', 'la', 'partie', 'physique', 'et', 'matérielle', 'de', 'ce', 'banc', 'est', 'décrite', ',', 'en', 'spécifiant', 'le', 'matériel', 'retenu', 'pour', 'la', 'réalisation', 'des', 'différentes', 'parties', ':', ""l'"", 'Emulateur', 'de', 'Turbine', 'Eolienne', '(', 'ETE', ')', ',', 'la', 'Machine', 'Synchrone', 'à', 'Aimants', 'Permanents', '(', 'MSAP', ')', 'et', 'la', 'Connexion', 'Au', 'Réseau', '(', 'CAR', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'O', 'B-Term', 'O', 'O']","{('Term', 29, 32), ('Term', 34, 34), ('Term', 38, 42), ('Term', 48, 50), ('Term', 52, 52), ('Term', 44, 44)}","['Emulateur de Turbine Eolienne', 'ETE', 'Machine Synchrone à Aimants Permanents', 'Connexion Au Réseau', 'CAR', 'MSAP']"
"['Puis', ',', 'dans', 'une', 'seconde', 'partie', ',', 'nous', 'étudierons', 'plus', 'particulièrement', 'la', 'modélisation', 'et', 'la', 'commande', 'de', ""l'"", 'ETE', 'et', 'de', 'la', 'MSAP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 18, 18), ('Term', 22, 22)}","['ETE', 'MSAP']"
"['Pour', 'chacune', 'de', 'ces', 'parties', ',', 'des', 'relevés', 'expérimentaux', 'réalisés', 'sur', 'ce', 'banc', ""d'"", 'essais', 'seront', 'présentés', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['ETE', 'DS', '1104', 'MSAP', 'DS', '1103', 'CAR']","['B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term']","{('Term', 6, 6), ('Term', 3, 3), ('Term', 0, 0)}","['CAR', 'MSAP', 'ETE']"
"['Conv', '.']","['O', 'O']",set(),[]
['3'],['O'],set(),[]
['MCC'],['B-Term'],"{('Term', 0, 0)}",['MCC']
['MSAP'],['B-Term'],"{('Term', 0, 0)}",['MSAP']
"['Conv', '.']","['O', 'O']",set(),[]
['1'],['O'],set(),[]
['3∼'],['O'],set(),[]
"['Conv', '.']","['O', 'O']",set(),[]
['2'],['O'],set(),[]
['Filtre'],['O'],set(),[]
"['T', '3∼']","['O', 'O']",set(),[]
['Réseau'],['B-Term'],"{('Term', 0, 0)}",['Réseau']
"['Légende', 'Mesures', 'Commande']","['O', 'O', 'O']",set(),[]
"['Charge', 'Isolée']","['B-Term', 'O']","{('Term', 0, 0)}",['Charge']
"['Figure', '97', '.']","['O', 'O', 'O']",set(),[]
"['Description', 'de', 'la', 'plate-forme', 'expérimentale']","['O', 'O', 'O', 'O', 'O']",set(),[]
['103'],['O'],set(),[]
"['Figure', '98', '.']","['O', 'O', 'O']",set(),[]
"['Plate-forme', 'expérimentale']","['O', 'O']",set(),[]
"['II', ')']","['O', 'O']",set(),[]
"['Présentation', 'de', 'la', 'plate', 'forme', ""d'"", 'essais']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Cette', 'plate-forme', ',', 'dont', 'la', 'description', 'est', 'présentée', 'aux', 'Figure', '97', 'et', 'Figure', '98', ',', 'comporte', 'trois', 'parties', ':', 'un', 'ETE', ',', 'représentant', 'le', 'comportement', ""d'"", 'une', 'turbine', 'éolienne', 'réelle', ',', 'une', 'MSAP', 'dont', 'le', 'fonctionnement', 'en', 'génératrice', 'permet', 'de', 'convertir', ""l'"", 'énergie', 'mécanique', 'de', 'la', 'turbine', 'en', 'énergie', 'électrique', 'et', 'la', 'connexion', 'de', 'cet', 'ensemble', 'de', 'production', ""d'"", 'énergie', 'au', 'réseau', '230V', 'triphasé', 'de', 'notre', 'laboratoire', ',', 'assurée', 'par', 'un', 'filtre', ',', 'de', 'type', 'RL', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 37, 37), ('Term', 59, 59), ('Term', 61, 61), ('Term', 63, 63), ('Term', 75, 75), ('Term', 32, 32), ('Term', 48, 49), ('Term', 46, 46), ('Term', 27, 28), ('Term', 42, 43), ('Term', 20, 20)}","['génératrice', 'énergie', 'réseau', 'triphasé', 'RL', 'MSAP', 'énergie électrique', 'turbine', 'turbine éolienne', 'énergie mécanique', 'ETE']"
"['Tous', 'les', 'convertisseurs', 'à', 'Modulation', 'de', 'Largeur', ""d'"", 'Impulsion', '(', 'MLI', ')', 'utilisés', 'sur', 'cette', 'plate-forme', 'sont', 'identiques', ',', 'de', 'marque', 'SEMIKRONTM', ',', 'construits', 'autour', ""d'"", 'IGBT', '1200V', '/', '50A', '.']","['O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 26, 26), ('Term', 10, 10), ('Term', 21, 21), ('Term', 2, 8)}","['IGBT', 'MLI', 'SEMIKRONTM', ""convertisseurs à Modulation de Largeur d' Impulsion""]"
"['Les', 'interfaces', 'de', 'commande', 'et', 'de', 'mesure', 'associées', 'à', 'chaque', 'convertisseur', 'sont', 'réalisées', 'respectivement', 'sur', 'un', 'modèle', 'unique', ',', 'offrant', 'ainsi', 'un', 'aspect', 'modulaire', 'à', 'ce', 'banc', ""d'"", 'essais', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 10)}",['convertisseur']
"['Ce', 'banc', ""d'"", 'essais', 'est', 'en', 'développement', 'depuis', 'plusieurs', 'années', ',', 'plusieurs', 'travaux', 'ont', 'déjà', 'été', 'validés', 'grâce', 'à', 'cet', 'outil', '[', 'DAV', '07],[CIM', '01],[LEC', '04', ']', ',', '[', 'SAU', '04', ']']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['a', '.']","['O', 'O']",set(),[]
"[""L'"", 'Emulateur', 'Turbine', 'Eolienne']","['O', 'B-Term', 'I-Term', 'I-Term']","{('Term', 1, 3)}",['Emulateur Turbine Eolienne']
"['La', 'base', 'de', 'cet', 'émulateur', 'est', 'une', 'Machine', 'à', 'Courant', 'Continu', '(', 'MCC', ')', 'de', '3', 'kW', ',', '1500', 'T.min-1', ',', 'alimentée', 'par', 'un', 'convertisseur', 'à', 'MLI', '(', 'Conv.3', ')', ':', ""l'"", 'induit', 'de', 'la', 'machine', 'par', 'deux', 'bras', 'du', 'convertisseur', '(', 'hacheur', 'quatre', 'quadrants', ')', 'et', ""l'"", 'excitation', 'par', 'le', 'troisième', 'bras', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 16, 16), ('Term', 35, 35), ('Term', 24, 26), ('Term', 40, 40), ('Term', 7, 10), ('Term', 12, 12)}","['kW', 'machine', 'convertisseur à MLI', 'convertisseur', 'Machine à Courant Continu', 'MCC']"
"['Ce', 'dernier', 'point', 'a', 'son', 'importance', ',', 'car', 'lorsque', 'le', 'banc', 'sera', 'amené', 'à', 'travailler', 'à', 'puissance', 'nominale', ',', 'il', 'sera', 'nécessaire', 'de', 'réduire', ""l'"", 'excitation', 'de', 'la', 'MCC', 'afin', 'de', 'lui', 'faire', 'atteindre', 'des', 'vitesses', 'proches', 'de', '3000', 'T.min-1', ',', 'vitesse', 'de', 'fonctionnement', 'nominale', 'de', 'la', 'machine', 'synchrone', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 47, 48), ('Term', 28, 28), ('Term', 16, 17)}","['machine synchrone', 'MCC', 'puissance nominale']"
"['La', 'commande', 'de', 'cet', 'ensemble', 'est', 'assurée', 'par', 'une', 'carte', 'dSPACETM', '1104', '(', 'PowerPC603e', '/', 'TI', 'DSPTMS320F240', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O']","{('Term', 13, 16), ('Term', 10, 11)}","['PowerPC603e / TI DSPTMS320F240', 'dSPACETM 1104']"
"['Une', 'interface', 'de', 'commande', 'est', 'placée', 'entre', 'cette', 'carte', 'et', 'les', 'drivers', 'des', 'IGBT', ',', 'afin', ""d'"", 'adapter', 'les', 'signaux', 'présentés', 'ou', 'reçus', 'des', 'organes', 'de', 'commande', '(', 'ordre', 'de', 'commutation', 'et', 'signaux', ""d'"", 'erreur', ')', 'et', 'de', 'réaliser', 'de', 'façon', 'matérielle', ',', 'les', 'ordres']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 30, 30), ('Term', 13, 13)}","['commutation', 'IGBT']"
['104'],['O'],set(),[]
"['complémentaires', 'de', 'commutation', 'des', 'interrupteurs', '.']","['O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 2, 2), ('Term', 4, 4)}","['commutation', 'interrupteurs']"
"['Une', 'interface', 'de', 'mesure', ',', 'composée', ""d'"", 'un', 'capteur', 'de', 'tension', 'et', 'de', 'trois', 'capteurs', 'de', 'courant', 'LEMTM', ',', 'permet', 'les', 'relevés', 'nécessaires', 'à', 'la', 'commande', 'de', 'la', 'machine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 10, 10), ('Term', 28, 28), ('Term', 17, 17), ('Term', 16, 16)}","['tension', 'machine', 'LEMTM', 'courant']"
"['Enfin', ',', 'une', 'mesure', 'de', 'vitesse', 'est', 'réalisée', 'grâce', 'à', 'un', 'codeur', 'incrémental', 'implanté', 'sur', 'la', 'MSAP', ',', 'connecté', 'à', 'un', 'port', 'dédié', 'sur', 'la', 'carte', 'DS', '1104', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 12), ('Term', 16, 16)}","['codeur incrémental', 'MSAP']"
"['b', '.']","['O', 'O']",set(),[]
"['La', 'Machine', 'Synchrone', 'à', 'Aimants', 'Permanents', ':', 'MSAP']","['O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'B-Term']","{('Term', 7, 7), ('Term', 1, 5)}","['MSAP', 'Machine Synchrone à Aimants Permanents']"
"['La', 'MSAP', '(', '2,8', 'kW', '/', '3000', 'T.min-1', ')', 'comporte', 'trois', 'paires', 'de', 'pôles', '.']","['O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'O']","{('Term', 11, 13), ('Term', 1, 1), ('Term', 4, 4)}","['paires de pôles', 'MSAP', 'kW']"
"['Elle', 'est', 'entraînée', 'mécaniquement', 'par', 'la', 'MCC', 'émulant', 'la', 'turbine', 'éolienne', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 6, 6), ('Term', 3, 3), ('Term', 9, 10)}","['MCC', 'mécaniquement', 'turbine éolienne']"
"[""L'"", 'énergie', ""qu'"", 'elle', 'fournit', ',', 'est', 'envoyée', 'vers', 'le', 'bus', 'de', 'tension', 'continue', 'de', '400V', ',', 'constitué', 'de', 'condensateurs', 'associés', 'en', 'série', 'et', 'en', 'parallèle', ',', 'offrant', 'une', 'capacité', 'équivalente', 'de', '2200µF', 'et', 'une', 'tension', 'maximale', 'de', '800V', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 19, 19), ('Term', 1, 1), ('Term', 10, 13), ('Term', 35, 35)}","['condensateurs', 'énergie', 'bus de tension continue', 'tension']"
"['Ce', 'transit', 'de', 'puissance', 'est', 'réalisé', 'via', 'un', 'convertisseur', 'MLI', 'commandé', 'par', 'une', 'carte', 'dSPACETM', '1103', '(', 'PowerPC604e', '/', 'TI', 'DSPTMS320F240', ')', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O']","{('Term', 17, 20), ('Term', 14, 15), ('Term', 3, 3), ('Term', 8, 9)}","['PowerPC604e / TI DSPTMS320F240', 'dSPACETM 1103', 'puissance', 'convertisseur MLI']"
"['Un', 'codeur', 'incrémental', 'est', 'nécessaire', 'à', 'la', 'capture', 'de', 'la', 'vitesse', 'de', 'la', 'génératrice', '.']","['O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 13, 13), ('Term', 1, 2)}","['génératrice', 'codeur incrémental']"
"['Celui-ci', 'est', 'connecté', 'à', 'un', 'slot', 'dédié', 'sur', 'le', 'bornier', ""d'"", 'extension', 'de', 'la', 'carte', 'DS1103', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['c', '.']","['O', 'O']",set(),[]
"['La', 'Connexion', 'Au', 'Réseau', ':', 'CAR']","['O', 'B-Term', 'I-Term', 'I-Term', 'O', 'B-Term']","{('Term', 5, 5), ('Term', 1, 3)}","['CAR', 'Connexion Au Réseau']"
"['Cet', 'ensemble', 'de', 'production', ""d'"", 'énergie', 'est', 'connecté', 'au', 'réseau', 'triphasé', '230V', 'du', 'laboratoire', 'via', 'un', 'convertisseur', 'MLI', 'et', 'un', 'transformateur', ',', 'entre', 'lesquels', ""s'"", 'insère', 'un', 'filtre', 'triphasé', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 5, 5), ('Term', 9, 10), ('Term', 16, 17), ('Term', 27, 28), ('Term', 20, 20)}","['énergie', 'réseau triphasé', 'convertisseur MLI', 'filtre triphasé', 'transformateur']"
"['Celui-ci', 'est', 'de', 'type', 'L', ',', 'constitué', 'de', 'trois', 'inductances', 'de', '3mH', 'chacune', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 9, 9)}",['inductances']
"['III', ')']","['O', 'O']",set(),[]
"[""L'"", 'émulateur', 'éolien']","['O', 'O', 'B-Term']","{('Term', 2, 2)}",['éolien']
"['a', '.']","['O', 'O']",set(),[]
['Modèle'],['O'],set(),[]
